code,hl,name
ne,fr-CA,Népalais
nl,fr-CA,Néerlandais
or,fr-CA,Odia
pa,fr-CA,Pendjabi
pl,fr-CA,Polonais
pt,fr-CA,Portugais
pt-PT,fr-CA,Portugais (Portugal)
ro,fr-CA,Roumain
ru,fr-CA,Russe
si,fr-CA,Cingalais
sk,fr-CA,Slovaque
sl,fr-CA,Slovène
sq,fr-CA,Albanais
sr-Latn,fr-CA,Serbe (latin)
sr,fr-CA,Serbe
sv,fr-CA,Suédois
sw,fr-CA,Swahili
ta,fr-CA,Tamoul
te,fr-CA,Télougou
th,fr-CA,Thaï
tr,fr-CA,Turc
uk,fr-CA,Ukrainien
ur,fr-CA,Ourdou
uz,fr-CA,Ouzbek
vi,fr-CA,Vietnamien
zh-CN,fr-CA,Chinois (Chine)
zh-HK,fr-CA,Chinois (Hong Kong)
zh-TW,fr-CA,Chinois (Taïwan)
zu,fr-CA,Zoulou
af,gl,afrikaans
am,gl,amhárico
ar,gl,árabe
as,gl,assamés
az,gl,acerbaixano
be,gl,belaruso
bg,gl,búlgaro
bn,gl,bengalí
bs,gl,bosníaco
ca,gl,catalán
cs,gl,checo
da,gl,dinamarqués
de,gl,alemán
el,gl,grego
en-GB,gl,inglés (O Reino Unido)
en-IN,gl,inglés (A India)
en,gl,inglés
es,gl,español
es-419,gl,español (América Latina)
es-US,gl,español (Os Estados Unidos)
et,gl,estoniano
eu,gl,éuscaro
fa,gl,persa
fi,gl,finés
fil,gl,filipino
fr-CA,gl,francés (O Canadá)
fr,gl,francés
gl,gl,galego
gu,gl,guxarati
hi,gl,hindi
hr,gl,croata
hu,gl,húngaro
hy,gl,armenio
id,gl,indonesio
is,gl,islandés
it,gl,italiano
iw,gl,hebreo
ja,gl,xaponés
ka,gl,xeorxiano
kk,gl,kazako
km,gl,khmer
kn,gl,kannará
ko,gl,coreano
ky,gl,kirguiz
lo,gl,laosiano
lt,gl,lituano
lv,gl,letón
mk,gl,macedonio
ml,gl,malabar
mn,gl,mongol
mr,gl,marathi
ms,gl,malaio
my,gl,birmano
no,gl,noruegués
ne,gl,nepalí
nl,gl,neerlandés
or,gl,odiá
pa,gl,panxabí
pl,gl,polaco
pt,gl,portugués
pt-PT,gl,portugués (Portugal)
ro,gl,romanés
ru,gl,ruso
si,gl,cingalés
sk,gl,eslovaco
sl,gl,esloveno
sq,gl,albanés
sr-Latn,gl,serbio (latino)
sr,gl,serbio
sv,gl,sueco
sw,gl,suahili
ta,gl,támil
te,gl,telugu
th,gl,tailandés
tr,gl,turco
uk,gl,ucraíno
ur,gl,urdú
uz,gl,uzbeko
vi,gl,vietnamita
zh-CN,gl,chinés (A China)
zh-HK,gl,chinés (Hong Kong)
zh-TW,gl,chinés (Taiwán)
zu,gl,zulú
af,gu,આફ્રિકન્સ
am,gu,એમ્હારિક
ar,gu,અરબી
as,gu,આસામી
az,gu,અઝરબૈજાની
be,gu,બેલારુશિયન
bg,gu,બલ્ગેરિયન
bn,gu,બાંગ્લા
bs,gu,બોસ્નિયન
ca,gu,કતલાન
cs,gu,ચેક
da,gu,ડેનિશ
de,gu,જર્મન
el,gu,ગ્રીક
en-GB,gu,અંગ્રેજી (યુનાઇટેડ કિંગડમ)
en-IN,gu,અંગ્રેજી (ભારત)
en,gu,અંગ્રેજી
es,gu,સ્પેનિશ
es-419,gu,સ્પેનિશ (લેટિન અમેરિકા)
es-US,gu,સ્પેનિશ (યુનાઇટેડ સ્ટેટ્સ)
et,gu,એસ્ટોનિયન
eu,gu,બાસ્ક
fa,gu,ફારસી
fi,gu,ફિનિશ
fil,gu,ફિલિપિનો
fr-CA,gu,ફ્રેન્ચ (કેનેડા)
fr,gu,ફ્રેન્ચ
gl,gu,ગેલિશિયન
gu,gu,ગુજરાતી
hi,gu,હિન્દી
hr,gu,ક્રોએશિયન
hu,gu,હંગેરિયન
hy,gu,આર્મેનિયન
id,gu,ઇન્ડોનેશિયન
is,gu,આઇસલેન્ડિક
it,gu,ઇટાલિયન
iw,gu,હીબ્રુ
ja,gu,જાપાનીઝ
ka,gu,જ્યોર્જિયન
kk,gu,કઝાખ
km,gu,ખ્મેર
kn,gu,કન્નડ
ko,gu,કોરિયન
ky,gu,કિર્ગીઝ
lo,gu,લાઓ
lt,gu,લિથુઆનિયન
lv,gu,લાતવિયન
mk,gu,મેસેડોનિયન
ml,gu,મલયાલમ
mn,gu,મોંગોલિયન
mr,gu,મરાઠી
ms,gu,મલય
my,gu,બર્મીઝ
no,gu,નૉર્વેજીયન
ne,gu,નેપાળી
nl,gu,ડચ
or,gu,ઉડિયા
pa,gu,પંજાબી
pl,gu,પોલીશ
pt,gu,પોર્ટુગીઝ
pt-PT,gu,પોર્ટુગીઝ (પોર્ટુગલ)
ro,gu,રોમાનિયન
ru,gu,રશિયન
si,gu,સિંહાલી
sk,gu,સ્લોવૅક
sl,gu,સ્લોવેનિયન
sq,gu,અલ્બેનિયન
sr-Latn,gu,સર્બિયન (લેટિન)
sr,gu,સર્બિયન
sv,gu,સ્વીડિશ
sw,gu,સ્વાહિલી
ta,gu,તમિલ
te,gu,તેલુગુ
th,gu,થાઈ
tr,gu,ટર્કિશ
uk,gu,યુક્રેનિયન
ur,gu,ઉર્દૂ
uz,gu,ઉઝ્બેક
vi,gu,વિયેતનામીસ
zh-CN,gu,ચાઇનીઝ (ચીન)
zh-HK,gu,ચાઇનીઝ (હોંગકોંગ)
zh-TW,gu,ચાઇનીઝ (તાઇવાન)
zu,gu,ઝુલુ
af,hi,अफ़्रीकी
am,hi,अम्हेरी
ar,hi,अरबी
as,hi,असमिया
az,hi,अज़रबैजानी
be,hi,बेलारूसी
bg,hi,बुल्गारियाई
bn,hi,बंगाली
bs,hi,बोस्नियाई
ca,hi,कातालान
cs,hi,चेक
da,hi,डेनिश
de,hi,जर्मन
el,hi,यूनानी
en-GB,hi,अंग्रेज़ी (यूनाइटेड किंगडम)
en-IN,hi,अंग्रेज़ी (भारत)
en,hi,अंग्रेज़ी
es,hi,स्पेनिश
es-419,hi,स्पेनिश (लैटिन अमेरिका)
es-US,hi,स्पेनिश (संयुक्त राज्य)
et,hi,एस्टोनियाई
eu,hi,बास्क
fa,hi,फ़ारसी
fi,hi,फ़िनिश
fil,hi,फ़िलिपीनो
fr-CA,hi,फ़्रेंच (कनाडा)
fr,hi,फ़्रेंच
gl,hi,गैलिशियन
gu,hi,गुजराती
hi,hi,हिन्दी
hr,hi,क्रोएशियाई
hu,hi,हंगेरियाई
hy,hi,आर्मेनियाई
id,hi,इंडोनेशियाई
is,hi,आइसलैंडिक
it,hi,इतालवी
iw,hi,हिब्रू
ja,hi,जापानी
ka,hi,जॉर्जियाई
kk,hi,कज़ाख़
km,hi,खमेर
kn,hi,कन्नड़
ko,hi,कोरियाई
ky,hi,किर्गीज़
lo,hi,लाओ
lt,hi,लिथुआनियाई
lv,hi,लातवियाई
mk,hi,मकदूनियाई
ml,hi,मलयालम
mn,hi,मंगोलियाई
mr,hi,मराठी
ms,hi,मलय
my,hi,बर्मीज़
no,hi,नॉर्वेजियाई
ne,hi,नेपाली
nl,hi,डच
or,hi,ओड़िया
pa,hi,पंजाबी
pl,hi,पोलिश
pt,hi,पुर्तगाली
pt-PT,hi,पुर्तगाली (पुर्तगाल)
ro,hi,रोमानियाई
ru,hi,रूसी
si,hi,सिंहली
sk,hi,स्लोवाक
sl,hi,स्लोवेनियाई
sq,hi,अल्बानियाई
sr-Latn,hi,सर्बियाई (लैटिन)
sr,hi,सर्बियाई
sv,hi,स्वीडिश
sw,hi,स्वाहिली
ta,hi,तमिल
te,hi,तेलुगू
th,hi,थाई
tr,hi,तुर्की
uk,hi,यूक्रेनियाई
ur,hi,उर्दू
uz,hi,उज़्बेक
vi,hi,वियतनामी
zh-CN,hi,चीनी (चीन)
zh-HK,hi,चीनी (हाँग काँग)
zh-TW,hi,चीनी (ताइवान)
zu,hi,ज़ुलू
af,hr,Afrikaans
am,hr,Amharski
ar,hr,Arapski
as,hr,Asamski
az,hr,Azerbajdžanski
be,hr,Bjeloruski
bg,hr,Bugarski
bn,hr,Bangla
bs,hr,Bosanski
ca,hr,Katalonski
cs,hr,Češki
da,hr,Danski
de,hr,Njemački
el,hr,Grčki
en-GB,hr,Engleski (Ujedinjeno Kraljevstvo)
en-IN,hr,Engleski (Indija)
en,hr,Engleski
es,hr,Španjolski
es-419,hr,Španjolski (Latinska Amerika)
es-US,hr,Španjolski (Sjedinjene Američke Države)
et,hr,Estonski
eu,hr,Baskijski
fa,hr,Perzijski
fi,hr,Finski
fil,hr,Filipinski
fr-CA,hr,Francuski (Kanada)
fr,hr,Francuski
gl,hr,Galicijski
gu,hr,Gudžaratski
hi,hr,Hindski
hr,hr,Hrvatski
hu,hr,Mađarski
hy,hr,Armenski
id,hr,Indonezijski
is,hr,Islandski
it,hr,Talijanski
iw,hr,Hebrejski
ja,hr,Japanski
ka,hr,Gruzijski
kk,hr,Kazaški
km,hr,Kmerski
kn,hr,Karnatački
ko,hr,Korejski
ky,hr,Kirgiski
lo,hr,Laoski
lt,hr,Litavski
lv,hr,Latvijski
mk,hr,Makedonski
ml,hr,Malajalamski
mn,hr,Mongolski
mr,hr,Marathski
ms,hr,Malajski
my,hr,Burmanski
no,hr,Norveški
ne,hr,Nepalski
nl,hr,Nizozemski
or,hr,Orijski
pa,hr,Pandžapski
pl,hr,Poljski
pt,hr,Portugalski
pt-PT,hr,Portugalski (Portugal)
ro,hr,Rumunjski
ru,hr,Ruski
si,hr,Sinhaleški
sk,hr,Slovački
sl,hr,Slovenski
sq,hr,Albanski
sr-Latn,hr,Srpski (latinica)
sr,hr,Srpski
sv,hr,Švedski
sw,hr,Svahili
ta,hr,Tamilski
te,hr,Teluški
th,hr,Tajlandski
tr,hr,Turski
uk,hr,Ukrajinski
ur,hr,Urdski
uz,hr,Uzbečki
vi,hr,Vijetnamski
zh-CN,hr,Kineski (Kina)
zh-HK,hr,Kineski (Hong Kong)
zh-TW,hr,Kineski (Tajvan)
zu,hr,Zulu
af,hu,afrikaans
am,hu,amhara
ar,hu,arab
as,hu,asszámi
az,hu,azerbajdzsáni
be,hu,belarusz
bg,hu,bolgár
bn,hu,bangla
bs,hu,bosnyák
ca,hu,katalán
cs,hu,cseh
da,hu,dán
de,hu,német
el,hu,görög
en-GB,hu,angol (Egyesült Királyság)
en-IN,hu,angol (India)
en,hu,angol
es,hu,spanyol
es-419,hu,spanyol (Latin-Amerika)
es-US,hu,spanyol (Egyesült Államok)
et,hu,észt
eu,hu,baszk
fa,hu,perzsa
fi,hu,finn
fil,hu,filippínó
fr-CA,hu,francia (Kanada)
fr,hu,francia
gl,hu,gallego
gu,hu,gudzsaráti
hi,hu,hindi
hr,hu,horvát
hu,hu,magyar
hy,hu,örmény
id,hu,indonéz
is,hu,izlandi
it,hu,olasz
iw,hu,héber
ja,hu,japán
ka,hu,grúz
kk,hu,kazah
km,hu,khmer
kn,hu,kannada
ko,hu,koreai
ky,hu,kirgiz
lo,hu,lao
lt,hu,litván
lv,hu,lett
mk,hu,macedón
ml,hu,malajálam
mn,hu,mongol
mr,hu,maráthi
ms,hu,maláj
my,hu,burmai
no,hu,norvég
ne,hu,nepáli
nl,hu,holland
or,hu,odia
pa,hu,pandzsábi
pl,hu,lengyel
pt,hu,portugál
pt-PT,hu,portugál (Portugália)
ro,hu,román
ru,hu,orosz
si,hu,szingaléz
sk,hu,szlovák
sl,hu,szlovén
sq,hu,albán
sr-Latn,hu,szerb (Latin)
sr,hu,szerb
sv,hu,svéd
sw,hu,szuahéli
ta,hu,tamil
te,hu,telugu
th,hu,thai
tr,hu,török
uk,hu,ukrán
ur,hu,urdu
uz,hu,üzbég
vi,hu,vietnámi
zh-CN,hu,kínai (Kína)
zh-HK,hu,kínai (Hongkong)
zh-TW,hu,kínai (Tajvan)
zu,hu,zulu
af,hy,աֆրիկաանս
am,hy,ամհարերեն
ar,hy,արաբերեն
as,hy,ասամերեն
az,hy,ադրբեջաներեն
be,hy,բելառուսերեն
bg,hy,բուլղարերեն
bn,hy,բենգալերեն
bs,hy,բոսնիերեն
ca,hy,կատալաներեն
cs,hy,չեխերեն
da,hy,դանիերեն
de,hy,գերմաներեն
el,hy,հունարեն
en-GB,hy,անգլերեն (Միացյալ Թագավորություն)
en-IN,hy,անգլերեն (Հնդկաստան)
en,hy,անգլերեն
es,hy,իսպաներեն
es-419,hy,իսպաներեն (Լատինական Ամերիկա)
es-US,hy,իսպաներեն (Միացյալ Նահանգներ)
et,hy,էստոներեն
eu,hy,բասկերեն
fa,hy,պարսկերեն
fi,hy,ֆիններեն
fil,hy,ֆիլիպիներեն
fr-CA,hy,ֆրանսերեն (Կանադա)
fr,hy,ֆրանսերեն
gl,hy,գալիսերեն
gu,hy,գուջարաթի
hi,hy,հինդի
hr,hy,խորվաթերեն
hu,hy,հունգարերեն
hy,hy,հայերեն
id,hy,ինդոնեզերեն
is,hy,իսլանդերեն
it,hy,իտալերեն
iw,hy,եբրայերեն
ja,hy,ճապոներեն
ka,hy,վրացերեն
kk,hy,ղազախերեն
km,hy,քմերերեն
kn,hy,կաննադա
ko,hy,կորեերեն
ky,hy,ղրղզերեն
lo,hy,լաոսերեն
lt,hy,լիտվերեն
lv,hy,լատվիերեն
mk,hy,մակեդոներեն
ml,hy,մալայալամ
mn,hy,մոնղոլերեն
mr,hy,մարաթի
ms,hy,մալայերեն
my,hy,բիրմայերեն
no,hy,նորվեգերեն
ne,hy,նեպալերեն
nl,hy,հոլանդերեն
or,hy,օրիյա
pa,hy,փենջաբերեն
pl,hy,լեհերեն
pt,hy,պորտուգալերեն
pt-PT,hy,պորտուգալերեն (Պորտուգալիա)
ro,hy,ռումիներեն
ru,hy,ռուսերեն
si,hy,սինհալերեն
sk,hy,սլովակերեն
sl,hy,սլովեներեն
sq,hy,ալբաներեն
sr-Latn,hy,սերբերեն (լատինական)
sr,hy,սերբերեն
sv,hy,շվեդերեն
sw,hy,սուահիլի
ta,hy,թամիլերեն
te,hy,թելուգու
th,hy,թայերեն
tr,hy,թուրքերեն
uk,hy,ուկրաիներեն
ur,hy,ուրդու
uz,hy,ուզբեկերեն
vi,hy,վիետնամերեն
zh-CN,hy,չինարեն (Չինաստան)
zh-HK,hy,չինարեն (Հոնկոնգ)
zh-TW,hy,չինարեն (Թայվան)
zu,hy,զուլուերեն
af,id,Afrikaans
am,id,Amharik
ar,id,Arab
as,id,Assam
az,id,Azerbaijani
be,id,Belarusia
bg,id,Bulgaria
bn,id,Bengali
bs,id,Bosnia
ca,id,Katalan
cs,id,Cheska
da,id,Dansk
de,id,Jerman
el,id,Yunani
en-GB,id,Inggris (Inggris Raya)
en-IN,id,Inggris (India)
en,id,Inggris
es,id,Spanyol
es-419,id,Spanyol (Amerika Latin)
es-US,id,Spanyol (Amerika Serikat)
et,id,Esti
eu,id,Basque
fa,id,Persia
fi,id,Suomi
fil,id,Filipino
fr-CA,id,Prancis (Kanada)
fr,id,Prancis
gl,id,Galisia
gu,id,Gujarat
hi,id,Hindi
hr,id,Kroasia
hu,id,Hungaria
hy,id,Armenia
id,id,Indonesia
is,id,Islandia
it,id,Italia
iw,id,Ibrani
ja,id,Jepang
ka,id,Georgia
kk,id,Kazakh
km,id,Khmer
kn,id,Kannada
ko,id,Korea
ky,id,Kirgiz
lo,id,Lao
lt,id,Lituavi
lv,id,Latvi
mk,id,Makedonia
ml,id,Malayalam
mn,id,Mongolia
mr,id,Marathi
ms,id,Melayu
my,id,Burma
no,id,Norwegia
ne,id,Nepali
nl,id,Belanda
or,id,Oriya
pa,id,Punjabi
pl,id,Polski
pt,id,Portugis
pt-PT,id,Portugis (Portugal)
ro,id,Rumania
ru,id,Rusia
si,id,Sinhala
sk,id,Slovak
sl,id,Sloven
sq,id,Albania
sr-Latn,id,Serbia (Latin)
sr,id,Serbia
sv,id,Swedia
sw,id,Swahili
ta,id,Tamil
te,id,Telugu
th,id,Thai
tr,id,Turki
uk,id,Ukraina
ur,id,Urdu
uz,id,Uzbek
vi,id,Vietnam
zh-CN,id,Tionghoa (Tiongkok)
zh-HK,id,Tionghoa (Hong Kong)
zh-TW,id,Tionghoa (Taiwan)
zu,id,Zulu
af,is,afríkanska
am,is,amharíska
ar,is,arabíska
as,is,assamska
az,is,aserska
be,is,hvítrússneska
bg,is,búlgarska
bn,is,bengalska
bs,is,bosníska
ca,is,katalónska
cs,is,tékkneska
da,is,danska
de,is,þýska
el,is,gríska
en-GB,is,enska (Bretland)
en-IN,is,enska (Indland)
en,is,enska
es,is,spænska
es-419,is,spænska (Rómanska Ameríka)
es-US,is,spænska (Bandaríkin)
et,is,eistneska
eu,is,baskneska
fa,is,persneska
fi,is,finnska
fil,is,filippseyska
fr-CA,is,franska (Kanada)
fr,is,franska
gl,is,galisíska
gu,is,gújaratí
hi,is,hindí
hr,is,króatíska
hu,is,ungverska
hy,is,armenska
id,is,indónesíska
is,is,íslenska
it,is,ítalska
iw,is,hebreska
ja,is,japanska
ka,is,georgíska
kk,is,kasakska
km,is,kmer
kn,is,kannada
ko,is,kóreska
ky,is,kirgiska
lo,is,laó
lt,is,litháíska
lv,is,lettneska
mk,is,makedónska
ml,is,malajalam
mn,is,mongólska
mr,is,maratí
ms,is,malaíska
my,is,búrmneska
no,is,norska
ne,is,nepalska
nl,is,hollenska
or,is,óría
pa,is,púnjabí
pl,is,pólska
pt,is,portúgalska
pt-PT,is,portúgalska (Portúgal)
ro,is,rúmenska
ru,is,rússneska
si,is,singalíska
sk,is,slóvakíska
sl,is,slóvenska
sq,is,albanska
sr-Latn,is,serbneska (latneskt)
sr,is,serbneska
sv,is,sænska
sw,is,svahílí
ta,is,tamílska
te,is,telúgú
th,is,taílenska
tr,is,tyrkneska
uk,is,úkraínska
ur,is,úrdú
uz,is,úsbekska
vi,is,víetnamska
zh-CN,is,kínverska (Kína)
zh-HK,is,kínverska (Hong Kong)
zh-TW,is,kínverska (Taívan)
zu,is,súlú
af,it,Afrikaans
am,it,Amarico
ar,it,Arabo
as,it,Assamese
az,it,Azerbaigiano
be,it,Bielorusso
bg,it,Bulgaro
bn,it,Bengalese
bs,it,Bosniaco
ca,it,Catalano
cs,it,Ceco
da,it,Danese
de,it,Tedesco
el,it,Greco
en-GB,it,Inglese (Regno Unito)
en-IN,it,Inglese (India)
en,it,Inglese
es,it,Spagnolo
es-419,it,Spagnolo (America Latina)
es-US,it,Spagnolo (Stati Uniti)
et,it,Estone
eu,it,Basco
fa,it,Persiano
fi,it,Finlandese
fil,it,Filippino
fr-CA,it,Francese (Canada)
fr,it,Francese
gl,it,Galiziano
gu,it,Gujarati
hi,it,Hindi
hr,it,Croato
hu,it,Ungherese
hy,it,Armeno
id,it,Indonesiano
is,it,Islandese
it,it,Italiano
iw,it,Ebraico
ja,it,Giapponese
ka,it,Georgiano
kk,it,Kazako
km,it,Khmer
kn,it,Kannada
ko,it,Coreano
ky,it,Kirghiso
lo,it,Lao
lt,it,Lituano
lv,it,Lettone
mk,it,Macedone
ml,it,Malayalam
mn,it,Mongolo
mr,it,Marathi
ms,it,Malese
my,it,Birmano
no,it,Norvegese
ne,it,Nepalese
nl,it,Olandese
or,it,Odia
pa,it,Punjabi
pl,it,Polacco
pt,it,Portoghese
pt-PT,it,Portoghese (Portogallo)
ro,it,Rumeno
ru,it,Russo
si,it,Singalese
sk,it,Slovacco
sl,it,Sloveno
sq,it,Albanese
sr-Latn,it,Serbo (latino)
sr,it,Serbo
sv,it,Svedese
sw,it,Swahili
ta,it,Tamil
te,it,Telugu
th,it,Thailandese
tr,it,Turco
uk,it,Ucraino
ur,it,Urdu
uz,it,Uzbeco
vi,it,Vietnamita
zh-CN,it,Cinese (Cina)
zh-HK,it,Cinese (Hong Kong)
zh-TW,it,Cinese (Taiwan)
zu,it,Zulu
af,iw,אפריקאנס
am,iw,אמהרית
ar,iw,ערבית
as,iw,אסאמית
az,iw,אזרית
be,iw,בלארוסית
bg,iw,בולגרית
bn,iw,בנגלית
bs,iw,בוסנית
ca,iw,קטלאנית
cs,iw,צ׳כית
da,iw,דנית
de,iw,גרמנית
el,iw,יוונית
en-GB,iw,אנגלית (בריטניה)
en-IN,iw,אנגלית (הודו)
en,iw,אנגלית
es,iw,ספרדית
es-419,iw,ספרדית (אמריקה הלטינית)
es-US,iw,ספרדית (ארצות הברית)
et,iw,אסטונית
eu,iw,בסקית
fa,iw,פרסית
fi,iw,פינית
fil,iw,פיליפינית
fr-CA,iw,צרפתית (קנדה)
fr,iw,צרפתית
gl,iw,גליציאנית
gu,iw,גוג׳ארטי
hi,iw,הינדי
hr,iw,קרואטית
hu,iw,הונגרית
hy,iw,ארמנית
id,iw,אינדונזית
is,iw,איסלנדית
it,iw,איטלקית
iw,iw,עברית
ja,iw,יפנית
ka,iw,גאורגית
kk,iw,קזחית
km,iw,חמרית
kn,iw,קנאדה
ko,iw,קוריאנית
ky,iw,קירגיזית
lo,iw,לאו
lt,iw,ליטאית
lv,iw,לטבית
mk,iw,מקדונית
ml,iw,מליאלאם
mn,iw,מונגולית
mr,iw,מראטהית
ms,iw,מלאית
my,iw,בורמזית
no,iw,נורווגית
ne,iw,נפאלית
nl,iw,הולנדית
or,iw,אורייה
pa,iw,פנג׳אבי
pl,iw,פולנית
pt,iw,פורטוגזית
pt-PT,iw,פורטוגזית (פורטוגל)
ro,iw,רומנית
ru,iw,רוסית
si,iw,סינהלה
sk,iw,סלובקית
sl,iw,סלובנית
sq,iw,אלבנית
sr-Latn,iw,סרבית (לטיני)
sr,iw,סרבית
sv,iw,שוודית
sw,iw,סווהילי
ta,iw,טמילית
te,iw,טלוגו
th,iw,תאית
tr,iw,טורקית
uk,iw,אוקראינית
ur,iw,אורדו
uz,iw,אוזבקית
vi,iw,וייטנאמית
zh-CN,iw,סינית (סין)
zh-HK,iw,סינית (הונג קונג)
zh-TW,iw,סינית (טייוואן)
zu,iw,זולו
af,ja,アフリカーンス語
am,ja,アムハラ語
ar,ja,アラビア語
as,ja,アッサム語
az,ja,アゼルバイジャン語
be,ja,ベラルーシ語
bg,ja,ブルガリア語
bn,ja,ベンガル語
bs,ja,ボスニア語
ca,ja,カタロニア語
cs,ja,チェコ語
da,ja,デンマーク語
de,ja,ドイツ語
el,ja,ギリシャ語
en-GB,ja,英語 (イギリス)
en-IN,ja,英語 (インド)
en,ja,英語
es,ja,スペイン語
es-419,ja,スペイン語 (ラテンアメリカ)
es-US,ja,スペイン語 (アメリカ合衆国)
et,ja,エストニア語
eu,ja,バスク語
fa,ja,ペルシア語
fi,ja,フィンランド語
fil,ja,フィリピノ語
fr-CA,ja,フランス語 (カナダ)
fr,ja,フランス語
gl,ja,ガリシア語
gu,ja,グジャラート語
hi,ja,ヒンディー語
hr,ja,クロアチア語
hu,ja,ハンガリー語
hy,ja,アルメニア語
id,ja,インドネシア語
is,ja,アイスランド語
it,ja,イタリア語
iw,ja,ヘブライ語
ja,ja,日本語
ka,ja,ジョージア語
kk,ja,カザフ語
km,ja,クメール語
kn,ja,カンナダ語
ko,ja,韓国語
ky,ja,キルギス語
lo,ja,ラオ語
lt,ja,リトアニア語
lv,ja,ラトビア語
mk,ja,マケドニア語
ml,ja,マラヤーラム語
mn,ja,モンゴル語
mr,ja,マラーティー語
ms,ja,マレー語
my,ja,ミャンマー語
no,ja,ノルウェー語
ne,ja,ネパール語
nl,ja,オランダ語
or,ja,オディア語
pa,ja,パンジャブ語
pl,ja,ポーランド語
pt,ja,ポルトガル語
pt-PT,ja,ポルトガル語 (ポルトガル)
ro,ja,ルーマニア語
ru,ja,ロシア語
si,ja,シンハラ語
sk,ja,スロバキア語
sl,ja,スロベニア語
sq,ja,アルバニア語
sr-Latn,ja,セルビア語 (ラテン文字)
sr,ja,セルビア語
sv,ja,スウェーデン語
sw,ja,スワヒリ語
ta,ja,タミル語
te,ja,テルグ語
th,ja,タイ語
tr,ja,トルコ語
uk,ja,ウクライナ語
ur,ja,ウルドゥー語
uz,ja,ウズベク語
vi,ja,ベトナム語
zh-CN,ja,中国語 (中国)
zh-HK,ja,中国語 (香港)
zh-TW,ja,中国語 (台湾)
zu,ja,ズールー語
af,ka,აფრიკაანსი
am,ka,ამჰარული
ar,ka,არაბული
as,ka,ასამური
az,ka,აზერბაიჯანული
be,ka,ბელარუსული
bg,ka,ბულგარული
bn,ka,ბენგალური
bs,ka,ბოსნიური
ca,ka,კატალანური
cs,ka,ჩეხური
da,ka,დანიური
de,ka,გერმანული
el,ka,ბერძნული
en-GB,ka,ინგლისური (გაერთიანებული სამეფო)
en-IN,ka,ინგლისური (ინდოეთი)
en,ka,ინგლისური
es,ka,ესპანური
es-419,ka,ესპანური (ლათინური ამერიკა)
es-US,ka,ესპანური (ამერიკის შეერთებული შტატები)
et,ka,ესტონური
eu,ka,ბასკური
fa,ka,სპარსული
fi,ka,ფინური
fil,ka,ფილიპინური
fr-CA,ka,ფრანგული (კანადა)
fr,ka,ფრანგული
gl,ka,გალისიური
gu,ka,გუჯარათი
hi,ka,ჰინდი
hr,ka,ხორვატული
hu,ka,უნგრული
hy,ka,სომხური
id,ka,ინდონეზიური
is,ka,ისლანდიური
it,ka,იტალიური
iw,ka,ებრაული
ja,ka,იაპონური
ka,ka,ქართული
kk,ka,ყაზახური
km,ka,ქმერული
kn,ka,კანადა
ko,ka,კორეული
ky,ka,ყირგიზული
lo,ka,ლაოსური
lt,ka,ლიეტუვური
lv,ka,ლატვიური
mk,ka,მაკედონური
ml,ka,მალაიალამური
mn,ka,მონღოლური
mr,ka,მარათჰი
ms,ka,მალაიური
my,ka,ბირმული
no,ka,ნორვეგიული
ne,ka,ნეპალური
nl,ka,ნიდერლანდური
or,ka,ორია
pa,ka,პენჯაბური
pl,ka,პოლონური
pt,ka,პორტუგალიური
pt-PT,ka,პორტუგალიური (პორტუგალია)
ro,ka,რუმინული
ru,ka,რუსული
si,ka,სინჰალური
sk,ka,სლოვაკური
sl,ka,სლოვენური
sq,ka,ალბანური
sr-Latn,ka,სერბული (ლათინური)
sr,ka,სერბული
sv,ka,შვედური
sw,ka,სუაჰილი
ta,ka,ტამილური
te,ka,ტელუგუ
th,ka,ტაილანდური
tr,ka,თურქული
uk,ka,უკრაინული
ur,ka,ურდუ
uz,ka,უზბეკური
vi,ka,ვიეტნამური
zh-CN,ka,ჩინური (ჩინეთი)
zh-HK,ka,ჩინური (ჰონკონგი)
zh-TW,ka,ჩინური (ტაივანი)
zu,ka,ზულუ
af,kk,африкаанс тілі
am,kk,амхар тілі
ar,kk,араб тілі
as,kk,ассам тілі
az,kk,әзірбайжан тілі
be,kk,беларусь тілі
bg,kk,болгар тілі
bn,kk,бенгал тілі
bs,kk,босния тілі
ca,kk,каталан тілі
cs,kk,чех тілі
da,kk,дат тілі
de,kk,неміс тілі
el,kk,грек тілі
en-GB,kk,ағылшын тілі (Ұлыбритания)
en-IN,kk,ағылшын тілі (Үндістан)
en,kk,ағылшын тілі
es,kk,испан тілі
es-419,kk,испан тілі (Латын Америкасы)
es-US,kk,испан тілі (Америка Құрама Штаттары)
et,kk,эстон тілі
eu,kk,баск тілі
fa,kk,парсы тілі
fi,kk,фин тілі
fil,kk,филиппин тілі
fr-CA,kk,француз тілі (Канада)
fr,kk,француз тілі
gl,kk,галисия тілі
gu,kk,гуджарати тілі
hi,kk,хинди тілі
hr,kk,хорват тілі
hu,kk,венгр тілі
hy,kk,армян тілі
id,kk,индонезия тілі
is,kk,исланд тілі
it,kk,итальян тілі
iw,kk,иврит тілі
ja,kk,жапон тілі
ka,kk,грузин тілі
kk,kk,қазақ тілі
km,kk,кхмер тілі
kn,kk,каннада тілі
ko,kk,корей тілі
ky,kk,қырғыз тілі
lo,kk,лаос тілі
lt,kk,литва тілі
